"Time","Strom (Z)","Billia (Z)","Hatston (Z)","Fow (Z)"
"2015-04-12T02:00:00.000Z",0.72,0.89,0.64,0.49
"2015-04-12T02:15:00.000Z",0.72,0.81,0.69,0.56
"2015-04-12T02:30:00.000Z",0.68,0.77,0.75,0.58
"2015-04-12T02:45:00.000Z",0.73,0.73,0.79,0.59
"2015-04-12T03:00:00.000Z",0.77,0.67,0.78,0.62
"2015-04-12T03:15:00.000Z",0.66,0.56,0.76,0.65
"2015-04-12T03:30:00.000Z",0.56,0.47,0.75,0.62
"2015-04-12T03:45:00.000Z",0.58,0.4,0.74,0.59
"2015-04-12T04:00:00.000Z",0.59,0.31,0.7,0.58
"2015-04-12T04:15:00.000Z",0.5,0.19,0.64,0.57
"2015-04-12T04:30:00.000Z",0.41,0.08,0.61,0.52
"2015-04-12T04:45:00.000Z",0.42,-0.01,0.59,0.45
"2015-04-12T05:00:00.000Z",0.41,-0.1,0.54,0.4
"2015-04-12T05:15:00.000Z",0.35,-0.2,0.47,0.35
"2015-04-12T05:30:00.000Z",0.28,-0.28,0.38,0.27
"2015-04-12T05:45:00.000Z",0.2,-0.37,0.3,0.17
"2015-04-12T06:00:00.000Z",0.11,-0.46,0.22,0.08
"2015-04-12T06:15:00.000Z",0.02,-0.52,0.13,-0.01
"2015-04-12T06:30:00.000Z",-0.06,-0.6,0.02,-0.1
"2015-04-12T06:45:00.000Z",-0.16,-0.69,-0.07,-0.19
"2015-04-12T07:00:00.000Z",-0.27,-0.77,-0.15,-0.3
"2015-04-12T07:15:00.000Z",-0.32,-0.79,-0.23,-0.41
"2015-04-12T07:30:00.000Z",-0.35,-0.84,-0.31,-0.49
"2015-04-12T07:45:00.000Z",-0.44,-0.89,-0.41,-0.56
"2015-04-12T08:00:00.000Z",-0.55,-0.91,-0.49,-0.65
"2015-04-12T08:15:00.000Z",-0.58,-0.86,-0.56,-0.73
"2015-04-12T08:30:00.000Z",-0.56,-0.84,-0.65,-0.77
"2015-04-12T08:45:00.000Z",-0.61,-0.83,-0.72,-0.78
"2015-04-12T09:00:00.000Z",-0.7,-0.79,-0.77,-0.81
"2015-04-12T09:15:00.000Z",-0.68,-0.7,-0.79,-0.84
"2015-04-12T09:30:00.000Z",-0.59,-0.63,-0.81,-0.82
"2015-04-12T09:45:00.000Z",-0.59,-0.58,-0.83,-0.77
"2015-04-12T10:00:00.000Z",-0.63,-0.51,-0.81,-0.75
"2015-04-12T10:15:00.000Z",-0.53,-0.4,-0.76,-0.74
"2015-04-12T10:30:00.000Z",-0.43,-0.31,-0.73,-0.67
"2015-04-12T10:45:00.000Z",-0.45,-0.23,-0.72,-0.6
"2015-04-12T11:00:00.000Z",-0.48,-0.14,-0.68,-0.55
"2015-04-12T11:15:00.000Z",-0.42,-0.04,-0.61,-0.52
"2015-04-12T11:30:00.000Z",-0.35,0.06,-0.55,-0.44
"2015-04-12T11:45:00.000Z",-0.34,0.15,-0.49,-0.35
"2015-04-12T12:00:00.000Z",-0.31,0.23,-0.39,-0.28
"2015-04-12T12:15:00.000Z",-0.23,0.3,-0.26,-0.22
"2015-04-12T12:30:00.000Z",-0.17,0.38,-0.16,-0.15
"2015-04-12T12:45:00.000Z",-0.08,0.46,-0.08,-0.08
"2015-04-12T13:00:00.000Z",0.03,0.53,0,-0.03
"2015-04-12T13:15:00.000Z",0.11,0.57,0.08,0.01
"2015-04-12T13:30:00.000Z",0.15,0.62,0.15,0.06
"2015-04-12T13:45:00.000Z",0.24,0.69,0.21,0.12
"2015-04-12T14:00:00.000Z",0.35,0.73,0.27,0.18
"2015-04-12T14:15:00.000Z",0.39,0.71,0.33,0.24
"2015-04-12T14:30:00.000Z",0.4,0.71,0.41,0.28
"2015-04-12T14:45:00.000Z",0.49,0.73,0.49,0.33
"2015-04-12T15:00:00.000Z",0.6,0.71,0.54,0.4
"2015-04-12T15:15:00.000Z",0.6,0.64,0.59,0.46
"2015-04-12T15:30:00.000Z",0.56,0.59,0.64,0.48
"2015-04-12T15:45:00.000Z",0.6,0.56,0.66,0.48
"2015-04-12T16:00:00.000Z",0.63,0.51,0.65,0.51
"2015-04-12T16:15:00.000Z",0.53,0.41,0.62,0.53
"2015-04-12T16:30:00.000Z",0.43,0.33,0.62,0.51
"2015-04-12T16:45:00.000Z",0.46,0.26,0.61,0.48
"2015-04-12T17:00:00.000Z",0.47,0.18,0.58,0.47
"2015-04-12T17:15:00.000Z",0.39,0.08,0.53,0.46
"2015-04-12T17:30:00.000Z",0.34,-0.01,0.5,0.41
"2015-04-12T17:45:00.000Z",0.35,-0.08,0.48,0.35
"2015-04-12T18:00:00.000Z",0.34,-0.16,0.44,0.31
"2015-04-12T18:15:00.000Z",0.29,-0.23,0.38,0.26
"2015-04-12T18:30:00.000Z",0.22,-0.3,0.29,0.19
"2015-04-12T18:45:00.000Z",0.15,-0.37,0.21,0.11
"2015-04-12T19:00:00.000Z",0.06,-0.44,0.14,0.03
"2015-04-12T19:15:00.000Z",-0.02,-0.48,0.06,-0.05
"2015-04-12T19:30:00.000Z",-0.07,-0.54,-0.03,-0.13
"2015-04-12T19:45:00.000Z",-0.16,-0.61,-0.1,-0.2
"2015-04-12T20:00:00.000Z",-0.25,-0.66,-0.17,-0.3
"2015-04-12T20:15:00.000Z",-0.29,-0.66,-0.23,-0.38
"2015-04-12T20:30:00.000Z",-0.29,-0.68,-0.31,-0.44
"2015-04-12T20:45:00.000Z",-0.37,-0.71,-0.39,-0.49
"2015-04-12T21:00:00.000Z",-0.46,-0.7,-0.45,-0.55
"2015-04-12T21:15:00.000Z",-0.47,-0.63,-0.51,-0.61
"2015-04-12T21:30:00.000Z",-0.42,-0.59,-0.56,-0.62
"2015-04-12T21:45:00.000Z",-0.45,-0.56,-0.61,-0.61
"2015-04-12T22:00:00.000Z",-0.51,-0.51,-0.63,-0.62
"2015-04-12T22:15:00.000Z",-0.45,-0.4,-0.62,-0.62
"2015-04-12T22:30:00.000Z",-0.34,-0.33,-0.61,-0.58
"2015-04-12T22:45:00.000Z",-0.33,-0.27,-0.61,-0.52
"2015-04-12T23:00:00.000Z",-0.35,-0.19,-0.56,-0.48
"2015-04-12T23:15:00.000Z",-0.28,-0.08,-0.5,-0.46
"2015-04-12T23:30:00.000Z",-0.2,0.02,-0.46,-0.39
"2015-04-12T23:45:00.000Z",-0.2,0.11,-0.45,-0.31
"2015-04-13T00:00:00.000Z",-0.21,0.19,-0.39,-0.26
"2015-04-13T00:15:00.000Z",-0.18,0.28,-0.31,-0.22
"2015-04-13T00:30:00.000Z",-0.11,0.37,-0.23,-0.14
"2015-04-13T00:45:00.000Z",-0.08,0.46,-0.14,-0.06
"2015-04-13T01:00:00.000Z",-0.03,0.53,-0.04,0
"2015-04-13T01:15:00.000Z",0.05,0.59,0.07,0.06
"2015-04-13T01:30:00.000Z",0.14,0.66,0.16,0.12
"2015-04-13T01:45:00.000Z",0.23,0.74,0.23,0.17
"2015-04-13T02:00:00.000Z",0.34,0.79,0.29,0.22
"2015-04-13T02:15:00.000Z",0.4,0.81,0.36,0.28
"2015-04-13T02:30:00.000Z",0.42,0.85,0.42,0.32
"2015-04-13T02:45:00.000Z",0.51,0.89,0.48,0.36
"2015-04-13T03:00:00.000Z",0.62,0.9,0.54,0.42
"2015-04-13T03:15:00.000Z",0.64,0.85,0.6,0.48
"2015-04-13T03:30:00.000Z",0.63,0.83,0.67,0.52
"2015-04-13T03:45:00.000Z",0.71,0.82,0.73,0.55
"2015-04-13T04:00:00.000Z",0.78,0.78,0.76,0.6
"2015-04-13T04:15:00.000Z",0.72,0.68,0.76,0.64
"2015-04-13T04:30:00.000Z",0.64,0.61,0.78,0.63
"2015-04-13T04:45:00.000Z",0.66,0.55,0.77,0.6
"2015-04-13T05:00:00.000Z",0.65,0.48,0.74,0.61
"2015-04-13T05:15:00.000Z",0.55,0.35,0.69,0.62
"2015-04-13T05:30:00.000Z",0.48,0.25,0.67,0.57
"2015-04-13T05:45:00.000Z",0.48,0.16,0.65,0.51
"2015-04-13T06:00:00.000Z",0.48,0.07,0.6,0.48
"2015-04-13T06:15:00.000Z",0.4,-0.05,0.54,0.44
"2015-04-13T06:30:00.000Z",0.34,-0.15,0.48,0.37
"2015-04-13T06:45:00.000Z",0.31,-0.24,0.43,0.29
"2015-04-13T07:00:00.000Z",0.25,-0.32,0.36,0.21
"2015-04-13T07:15:00.000Z",0.16,-0.41,0.26,0.13
"2015-04-13T07:30:00.000Z",0.06,-0.5,0.15,0.04
"2015-04-13T07:45:00.000Z",-0.04,-0.59,0.05,-0.06
"2015-04-13T08:00:00.000Z",-0.15,-0.67,-0.03,-0.17
"2015-04-13T08:15:00.000Z",-0.22,-0.73,-0.12,-0.27
"2015-04-13T08:30:00.000Z",-0.28,-0.8,-0.21,-0.37
"2015-04-13T08:45:00.000Z",-0.38,-0.88,-0.3,-0.46
"2015-04-13T09:00:00.000Z",-0.49,-0.93,-0.38,-0.56
"2015-04-13T09:15:00.000Z",-0.53,-0.92,-0.46,-0.66
"2015-04-13T09:30:00.000Z",-0.54,-0.93,-0.56,-0.72
"2015-04-13T09:45:00.000Z",-0.62,-0.95,-0.65,-0.76
"2015-04-13T10:00:00.000Z",-0.72,-0.94,-0.72,-0.83
"2015-04-13T10:15:00.000Z",-0.73,-0.86,-0.78,-0.88
"2015-04-13T10:30:00.000Z",-0.67,-0.81,-0.83,-0.88
"2015-04-13T10:45:00.000Z",-0.7,-0.77,-0.88,-0.86
"2015-04-13T11:00:00.000Z",-0.76,-0.72,-0.88,-0.85
"2015-04-13T11:15:00.000Z",-0.69,-0.6,-0.86,-0.86
"2015-04-13T11:30:00.000Z",-0.56,-0.52,-0.84,-0.81
"2015-04-13T11:45:00.000Z",-0.55,-0.45,-0.84,-0.74
"2015-04-13T12:00:00.000Z",-0.59,-0.36,-0.8,-0.7
"2015-04-13T12:15:00.000Z",-0.53,-0.24,-0.73,-0.67
"2015-04-13T12:30:00.000Z",-0.44,-0.13,-0.69,-0.6
"2015-04-13T12:45:00.000Z",-0.43,-0.04,-0.67,-0.5
"2015-04-13T13:00:00.000Z",-0.44,0.06,-0.59,-0.44
"2015-04-13T13:15:00.000Z",-0.37,0.16,-0.47,-0.39
"2015-04-13T13:30:00.000Z",-0.29,0.25,-0.37,-0.3
"2015-04-13T13:45:00.000Z",-0.23,0.34,-0.27,-0.21
"2015-04-13T14:00:00.000Z",-0.15,0.43,-0.16,-0.14
"2015-04-13T14:15:00.000Z",-0.06,0.49,-0.06,-0.09
"2015-04-13T14:30:00.000Z",0.03,0.57,0.03,-0.04
"2015-04-13T14:45:00.000Z",0.14,0.65,0.1,0.03
"2015-04-13T15:00:00.000Z",0.25,0.72,0.17,0.09
"2015-04-13T15:15:00.000Z",0.31,0.74,0.24,0.15
"2015-04-13T15:30:00.000Z",0.34,0.77,0.32,0.21
"2015-04-13T15:45:00.000Z",0.44,0.82,0.39,0.26
"2015-04-13T16:00:00.000Z",0.57,0.83,0.46,0.33
"2015-04-13T16:15:00.000Z",0.6,0.78,0.53,0.41
"2015-04-13T16:30:00.000Z",0.59,0.75,0.62,0.45
"2015-04-13T16:45:00.000Z",0.67,0.74,0.68,0.49
"2015-04-13T17:00:00.000Z",0.74,0.7,0.7,0.54
"2015-04-13T17:15:00.000Z",0.67,0.6,0.7,0.58
"2015-04-13T17:30:00.000Z",0.57,0.53,0.71,0.57
"2015-04-13T17:45:00.000Z",0.59,0.47,0.71,0.55
"2015-04-13T18:00:00.000Z",0.6,0.4,0.68,0.56
"2015-04-13T18:15:00.000Z",0.51,0.28,0.64,0.57
"2015-04-13T18:30:00.000Z",0.43,0.18,0.62,0.53
"2015-04-13T18:45:00.000Z",0.44,0.1,0.61,0.47
"2015-04-13T19:00:00.000Z",0.45,0.01,0.57,0.44
"2015-04-13T19:15:00.000Z",0.39,-0.09,0.51,0.41
"2015-04-13T19:30:00.000Z",0.33,-0.18,0.45,0.34
"2015-04-13T19:45:00.000Z",0.3,-0.26,0.39,0.26
"2015-04-13T20:00:00.000Z",0.23,-0.34,0.32,0.18
"2015-04-13T20:15:00.000Z",0.15,-0.4,0.23,0.1
"2015-04-13T20:30:00.000Z",0.06,-0.48,0.12,0.02
"2015-04-13T20:45:00.000Z",-0.04,-0.57,0.04,-0.07
"2015-04-13T21:00:00.000Z",-0.15,-0.63,-0.04,-0.17
"2015-04-13T21:15:00.000Z",-0.21,-0.67,-0.11,-0.27
"2015-04-13T21:30:00.000Z",-0.24,-0.72,-0.2,-0.35
"2015-04-13T21:45:00.000Z",-0.32,-0.78,-0.28,-0.42
"2015-04-13T22:00:00.000Z",-0.43,-0.8,-0.35,-0.51
"2015-04-13T22:15:00.000Z",-0.46,-0.76,-0.42,-0.59
"2015-04-13T22:30:00.000Z",-0.44,-0.74,-0.51,-0.63
"2015-04-13T22:45:00.000Z",-0.5,-0.73,-0.58,-0.65
"2015-04-13T23:00:00.000Z",-0.59,-0.69,-0.64,-0.68
"2015-04-13T23:15:00.000Z",-0.56,-0.59,-0.66,-0.72
"2015-04-13T23:30:00.000Z",-0.46,-0.51,-0.69,-0.69
"2015-04-13T23:45:00.000Z",-0.47,-0.46,-0.71,-0.64
"2015-04-14T00:00:00.000Z",-0.5,-0.38,-0.68,-0.61
"2015-04-14T00:15:00.000Z",-0.39,-0.25,-0.62,-0.6
"2015-04-14T00:30:00.000Z",-0.26,-0.15,-0.58,-0.52
"2015-04-14T00:45:00.000Z",-0.27,-0.06,-0.56,-0.43
"2015-04-14T01:00:00.000Z",-0.3,0.04,-0.51,-0.39
"2015-04-14T01:15:00.000Z",-0.22,0.16,-0.43,-0.35
"2015-04-14T01:30:00.000Z",-0.15,0.27,-0.38,-0.26
"2015-04-14T01:45:00.000Z",-0.14,0.37,-0.31,-0.17
"2015-04-14T02:00:00.000Z",-0.13,0.46,-0.2,-0.1
"2015-04-14T02:15:00.000Z",-0.06,0.55,-0.07,-0.03
"2015-04-14T02:30:00.000Z",0.03,0.64,0.04,0.05
"2015-04-14T02:45:00.000Z",0.13,0.74,0.13,0.12
"2015-04-14T03:00:00.000Z",0.24,0.82,0.22,0.18
"2015-04-14T03:15:00.000Z",0.34,0.86,0.31,0.23
"2015-04-14T03:30:00.000Z",0.41,0.92,0.39,0.29
"2015-04-14T03:45:00.000Z",0.51,1,0.45,0.34
"2015-04-14T04:00:00.000Z",0.63,1.04,0.51,0.41
"2015-04-14T04:15:00.000Z",0.67,1.01,0.58,0.47
"2015-04-14T04:30:00.000Z",0.69,1.01,0.67,0.51
"2015-04-14T04:45:00.000Z",0.79,1.02,0.75,0.56
"2015-04-14T05:00:00.000Z",0.9,0.99,0.8,0.64
"2015-04-14T05:15:00.000Z",0.86,0.89,0.84,0.7
"2015-04-14T05:30:00.000Z",0.8,0.83,0.89,0.7
"2015-04-14T05:45:00.000Z",0.84,0.77,0.9,0.7
"2015-04-14T06:00:00.000Z",0.85,0.7,0.87,0.72
"2015-04-14T06:15:00.000Z",0.71,0.56,0.83,0.74
"2015-04-14T06:30:00.000Z",0.6,0.45,0.82,0.69
"2015-04-14T06:45:00.000Z",0.63,0.35,0.8,0.64
"2015-04-14T07:00:00.000Z",0.62,0.24,0.74,0.62
"2015-04-14T07:15:00.000Z",0.51,0.09,0.66,0.59
"2015-04-14T07:30:00.000Z",0.43,-0.03,0.61,0.51
"2015-04-14T07:45:00.000Z",0.42,-0.14,0.58,0.41
"2015-04-14T08:00:00.000Z",0.38,-0.25,0.52,0.34
"2015-04-14T08:15:00.000Z",0.29,-0.37,0.42,0.26
"2015-04-14T08:30:00.000Z",0.18,-0.47,0.29,0.17
"2015-04-14T08:45:00.000Z",0.07,-0.59,0.19,0.04
"2015-04-14T09:00:00.000Z",-0.05,-0.69,0.09,-0.08
"2015-04-14T09:15:00.000Z",-0.16,-0.78,-0.02,-0.2
"2015-04-14T09:30:00.000Z",-0.24,-0.88,-0.13,-0.31
"2015-04-14T09:45:00.000Z",-0.37,-0.99,-0.24,-0.43
"2015-04-14T10:00:00.000Z",-0.5,-1.07,-0.33,-0.56
"2015-04-14T10:15:00.000Z",-0.56,-1.08,-0.42,-0.68
"2015-04-14T10:30:00.000Z",-0.58,-1.12,-0.53,-0.77
"2015-04-14T10:45:00.000Z",-0.68,-1.17,-0.65,-0.84
"2015-04-14T11:00:00.000Z",-0.82,-1.18,-0.75,-0.93
"2015-04-14T11:15:00.000Z",-0.85,-1.1,-0.83,-1.01
"2015-04-14T11:30:00.000Z",-0.81,-1.05,-0.91,-1.04
"2015-04-14T11:45:00.000Z",-0.86,-1.03,-0.99,-1.03
"2015-04-14T12:00:00.000Z",-0.95,-0.97,-1.03,-1.04
"2015-04-14T12:15:00.000Z",-0.9,-0.83,-1.03,-1.06
"2015-04-14T12:30:00.000Z",-0.75,-0.73,-1.03,-1.02
"2015-04-14T12:45:00.000Z",-0.73,-0.66,-1.04,-0.94
"2015-04-14T13:00:00.000Z",-0.77,-0.56,-1,-0.89
"2015-04-14T13:15:00.000Z",-0.68,-0.41,-0.92,-0.87
"2015-04-14T13:30:00.000Z",-0.55,-0.28,-0.87,-0.78
"2015-04-14T13:45:00.000Z",-0.55,-0.17,-0.85,-0.67
"2015-04-14T14:00:00.000Z",-0.57,-0.05,-0.78,-0.6
"2015-04-14T14:15:00.000Z",-0.5,0.09,-0.65,-0.54
"2015-04-14T14:30:00.000Z",-0.39,0.21,-0.53,-0.44
"2015-04-14T14:45:00.000Z",-0.33,0.33,-0.43,-0.32
"2015-04-14T15:00:00.000Z",-0.28,0.44,-0.3,-0.24
"2015-04-14T15:15:00.000Z",-0.15,0.53,-0.16,-0.17
"2015-04-14T15:30:00.000Z",-0.03,0.64,-0.04,-0.11
"2015-04-14T15:45:00.000Z",0.1,0.75,0.04,-0.03
"2015-04-14T16:00:00.000Z",0.24,0.84,0.13,0.05
"2015-04-14T16:15:00.000Z",0.34,0.88,0.22,0.12
"2015-04-14T16:30:00.000Z",0.4,0.95,0.31,0.19
"2015-04-14T16:45:00.000Z",0.52,1.02,0.39,0.26
"2015-04-14T17:00:00.000Z",0.68,1.05,0.48,0.34
"2015-04-14T17:15:00.000Z",0.73,1,0.58,0.44
"2015-04-14T17:30:00.000Z",0.74,0.99,0.69,0.51
"2015-04-14T17:45:00.000Z",0.84,0.98,0.78,0.56
"2015-04-14T18:00:00.000Z",0.94,0.94,0.82,0.64
"2015-04-14T18:15:00.000Z",0.87,0.83,0.84,0.69
"2015-04-14T18:30:00.000Z",0.77,0.75,0.87,0.69
"2015-04-14T18:45:00.000Z",0.8,0.69,0.88,0.68
"2015-04-14T19:00:00.000Z",0.79,0.59,0.85,0.71
"2015-04-14T19:15:00.000Z",0.67,0.44,0.8,0.72
"2015-04-14T19:30:00.000Z",0.57,0.33,0.8,0.68
"2015-04-14T19:45:00.000Z",0.59,0.23,0.78,0.61
"2015-04-14T20:00:00.000Z",0.59,0.11,0.72,0.59
"2015-04-14T20:15:00.000Z",0.5,-0.03,0.65,0.55
"2015-04-14T20:30:00.000Z",0.44,-0.14,0.59,0.48
"2015-04-14T20:45:00.000Z",0.4,-0.24,0.54,0.37
"2015-04-14T21:00:00.000Z",0.35,-0.34,0.47,0.28
"2015-04-14T21:15:00.000Z",0.25,-0.44,0.36,0.2
"2015-04-14T21:30:00.000Z",0.14,-0.54,0.23,0.1
"2015-04-14T21:45:00.000Z",0,-0.65,0.12,-0.02
"2015-04-14T22:00:00.000Z",-0.12,-0.74,0.03,-0.15
"2015-04-14T22:15:00.000Z",-0.21,-0.8,-0.06,-0.27
"2015-04-14T22:30:00.000Z",-0.27,-0.88,-0.17,-0.37
"2015-04-14T22:45:00.000Z",-0.38,-0.96,-0.27,-0.47
"2015-04-14T23:00:00.000Z",-0.5,-1.01,-0.36,-0.58
"2015-04-14T23:15:00.000Z",-0.54,-0.97,-0.45,-0.69
"2015-04-14T23:30:00.000Z",-0.53,-0.97,-0.55,-0.75
"2015-04-14T23:45:00.000Z",-0.61,-0.97,-0.66,-0.79
"2015-04-15T00:00:00.000Z",-0.73,-0.93,-0.74,-0.84
"2015-04-15T00:15:00.000Z",-0.72,-0.8,-0.78,-0.9
"2015-04-15T00:30:00.000Z",-0.62,-0.72,-0.83,-0.88
"2015-04-15T00:45:00.000Z",-0.64,-0.65,-0.87,-0.82
"2015-04-15T01:00:00.000Z",-0.69,-0.56,-0.86,-0.79
"2015-04-15T01:15:00.000Z",-0.56,-0.4,-0.8,-0.78
"2015-04-15T01:30:00.000Z",-0.38,-0.27,-0.75,-0.7
"2015-04-15T01:45:00.000Z",-0.38,-0.17,-0.72,-0.58
"2015-04-15T02:00:00.000Z",-0.42,-0.05,-0.67,-0.52
"2015-04-15T02:15:00.000Z",-0.31,0.12,-0.57,-0.48
"2015-04-15T02:30:00.000Z",-0.18,0.26,-0.5,-0.37
"2015-04-15T02:45:00.000Z",-0.2,0.38,-0.44,-0.25
"2015-04-15T03:00:00.000Z",-0.2,0.5,-0.32,-0.17
"2015-04-15T03:15:00.000Z",-0.12,0.61,-0.16,-0.1
"2015-04-15T03:30:00.000Z",-0.01,0.73,-0.02,0
"2015-04-15T03:45:00.000Z",0.1,0.86,0.09,0.1
"2015-04-15T04:00:00.000Z",0.24,0.96,0.21,0.16
"2015-04-15T04:15:00.000Z",0.36,1.03,0.33,0.23
"2015-04-15T04:30:00.000Z",0.47,1.11,0.42,0.3
"2015-04-15T04:45:00.000Z",0.61,1.22,0.5,0.37
"2015-04-15T05:00:00.000Z",0.78,1.27,0.57,0.45
"2015-04-15T05:15:00.000Z",0.84,1.25,0.65,0.52
"2015-04-15T05:30:00.000Z",0.86,1.26,0.76,0.59
"2015-04-15T05:45:00.000Z",1,1.28,0.86,0.66
"2015-04-15T06:00:00.000Z",1.12,1.25,0.93,0.76
"2015-04-15T06:15:00.000Z",1.08,1.13,0.99,0.83
"2015-04-15T06:30:00.000Z",1,1.05,1.06,0.84
"2015-04-15T06:45:00.000Z",1.06,1,1.09,0.84
"2015-04-15T07:00:00.000Z",1.07,0.9,1.05,0.89
"2015-04-15T07:15:00.000Z",0.89,0.72,1.01,0.91
"2015-04-15T07:30:00.000Z",0.76,0.59,1,0.85
"2015-04-15T07:45:00.000Z",0.8,0.48,0.98,0.79
"2015-04-15T08:00:00.000Z",0.78,0.34,0.91,0.77
"2015-04-15T08:15:00.000Z",0.65,0.15,0.81,0.74
"2015-04-15T08:30:00.000Z",0.54,0,0.76,0.65
"2015-04-15T08:45:00.000Z",0.53,-0.13,0.73,0.53
"2015-04-15T09:00:00.000Z",0.49,-0.27,0.66,0.44
"2015-04-15T09:15:00.000Z",0.38,-0.41,0.54,0.35
"2015-04-15T09:30:00.000Z",0.25,-0.55,0.39,0.24
"2015-04-15T09:45:00.000Z",0.12,-0.7,0.27,0.08
"2015-04-15T10:00:00.000Z",-0.04,-0.83,0.16,-0.07
"2015-04-15T10:15:00.000Z",-0.16,-0.93,0.03,-0.22
"2015-04-15T10:30:00.000Z",-0.27,-1.06,-0.11,-0.36
"2015-04-15T10:45:00.000Z",-0.43,-1.2,-0.23,-0.51
"2015-04-15T11:00:00.000Z",-0.59,-1.31,-0.34,-0.66
"2015-04-15T11:15:00.000Z",-0.67,-1.33,-0.46,-0.81
"2015-04-15T11:30:00.000Z",-0.69,-1.38,-0.6,-0.92
"2015-04-15T11:45:00.000Z",-0.81,-1.44,-0.74,-1.01
"2015-04-15T12:00:00.000Z",-0.98,-1.45,-0.86,-1.12
"2015-04-15T12:15:00.000Z",-1.04,-1.35,-0.97,-1.23
"2015-04-15T12:30:00.000Z",-0.99,-1.29,-1.07,-1.27
"2015-04-15T12:45:00.000Z",-1.05,-1.26,-1.17,-1.25
"2015-04-15T13:00:00.000Z",-1.17,-1.18,-1.22,-1.26
"2015-04-15T13:15:00.000Z",-1.12,-1.01,-1.23,-1.28
"2015-04-15T13:30:00.000Z",-0.91,-0.88,-1.22,-1.23
"2015-04-15T13:45:00.000Z",-0.87,-0.79,-1.24,-1.12
"2015-04-15T14:00:00.000Z",-0.93,-0.67,-1.2,-1.07
"2015-04-15T14:15:00.000Z",-0.83,-0.47,-1.1,-1.04
"2015-04-15T14:30:00.000Z",-0.65,-0.31,-1.03,-0.93
"2015-04-15T14:45:00.000Z",-0.63,-0.17,-1,-0.79
"2015-04-15T15:00:00.000Z",-0.67,-0.03,-0.92,-0.7
"2015-04-15T15:15:00.000Z",-0.59,0.14,-0.76,-0.63
"2015-04-15T15:30:00.000Z",-0.45,0.29,-0.6,-0.51
"2015-04-15T15:45:00.000Z",-0.37,0.44,-0.48,-0.37
"2015-04-15T16:00:00.000Z",-0.3,0.57,-0.34,-0.27
"2015-04-15T16:15:00.000Z",-0.14,0.69,-0.17,-0.21
"2015-04-15T16:30:00.000Z",0.02,0.82,-0.03,-0.13
"2015-04-15T16:45:00.000Z",0.19,0.97,0.06,-0.03
"2015-04-15T17:00:00.000Z",0.36,1.08,0.16,0.06
"2015-04-15T17:15:00.000Z",0.49,1.13,0.27,0.15
"2015-04-15T17:30:00.000Z",0.57,1.21,0.38,0.22
"2015-04-15T17:45:00.000Z",0.74,1.29,0.49,0.32
"2015-04-15T18:00:00.000Z",0.93,1.32,0.6,0.45
"2015-04-15T18:15:00.000Z",0.98,1.26,0.73,0.57
"2015-04-15T18:30:00.000Z",0.98,1.23,0.86,0.64
"2015-04-15T18:45:00.000Z",1.09,1.22,0.96,0.71
"2015-04-15T19:00:00.000Z",1.18,1.16,1,0.8
"2015-04-15T19:15:00.000Z",1.07,1.01,1.02,0.86
"2015-04-15T19:30:00.000Z",0.95,0.91,1.06,0.85
"2015-04-15T19:45:00.000Z",0.98,0.82,1.06,0.84
"2015-04-15T20:00:00.000Z",0.95,0.7,1.02,0.87
"2015-04-15T20:15:00.000Z",0.8,0.51,0.96,0.88
"2015-04-15T20:30:00.000Z",0.69,0.37,0.95,0.82
"2015-04-15T20:45:00.000Z",0.7,0.24,0.93,0.74
"2015-04-15T21:00:00.000Z",0.7,0.1,0.86,0.7
"2015-04-15T21:15:00.000Z",0.6,-0.07,0.77,0.66
"2015-04-15T21:30:00.000Z",0.51,-0.21,0.69,0.56
"2015-04-15T21:45:00.000Z",0.46,-0.34,0.64,0.42
"2015-04-15T22:00:00.000Z",0.38,-0.47,0.54,0.31
"2015-04-15T22:15:00.000Z",0.25,-0.58,0.4,0.2
"2015-04-15T22:30:00.000Z",0.11,-0.71,0.25,0.07
"2015-04-15T22:45:00.000Z",-0.06,-0.86,0.12,-0.08
"2015-04-15T23:00:00.000Z",-0.21,-0.97,0.02,-0.25
"2015-04-15T23:15:00.000Z",-0.31,-1.04,-0.09,-0.4
